project_id,legacy_ocms_code,project_name,agency,state,date_of_approval,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,expenditure,physical_progress
618711,N24001629,6L with access control provision Saharanpur bypass to Ganeshpur section from 13.89 Km to 41.820 Km of Delhi- Dehradun Economic Corridor package-2,National Highways Authority of India [NHAI],"Multi-States (Uttar Pradesh, Uttarakhand)",04/2022,11/2022,11/2024,04/2026,796.65,560.03,499.72,99.29
618783,,4-laning of Pilibhit - Sitarganj from Km. 32.500 to Km. 70.800 Pkg-2 of NH-30,National Highways Authority of India [NHAI],"Multi-States (Uttar Pradesh, Uttarakhand)",01/2023,03/2024,03/2026,01/2027,1471.19,1471.19,407.69,33.14
618886,,Road Safety Improvement of Critical Junctions on MuzaffarnagarHaridwar Section of NH-334 from Km 143000 to Km 196000,National Highways Authority of India [NHAI],"Multi-States (Uttar Pradesh, Uttarakhand)",04/2025,10/2025,10/2027,10/2027,238.66,0.1,6.06,9.15
618912,,Construction of Rudrapur Bypass Section from Km. 0.000 to 20.640 in the state of Uttar Pradesh & Uttarakhand,National Highways Authority of India [NHAI],"Multi-States (Uttar Pradesh, Uttarakhand)",03/2023,01/2024,01/2026,04/2026,1051.73,1117.17,652.51,98.06
618928,N24002093,"Improvement & Up-gradation of NH-734 Section of Moradabad-Thakurdwara Kashipur including Moradabad & Kashipur Bypasse Package-III  Kashipur Bypass Length 14.490 Km., Starts from Ch. 38770 and ends at Ch. 53260 existing Ch. 05560",National Highways Authority of India [NHAI],"Multi-States (Uttar Pradesh, Uttarakhand)",02/2023,03/2024,09/2025,12/2026,936.12,717.5,300.06,41.5
618969,N24001628,4/6L of  Spur to Haridwar Greenfield from Km. 0.000 to Km. 50.70,National Highways Authority of India [NHAI],"Multi-States (Uttar Pradesh, Uttarakhand)",11/2021,02/2023,02/2025,06/2026,2155.95,2612.3,1450.4,91.26
619217,,4L of Haridwar-Nagina section from km. 0.00 to km. 71.614 of NH-74,National Highways Authority of India [NHAI],"Multi-States (Uttar Pradesh, Uttarakhand)",12/2015,01/2018,07/2020,04/2026,1659.12,1622.49,806.95,97.64
617886,N24001465,Widening of existing Single lane / Intermediate lane road to 2 lane from Km 101 to Km 125 of NH 61,MoRTH,Nagaland,06/2020,06/2024,06/2026,12/2026,252.2,252.2,0,44.46
618002,N24001418,Widening of existing single lane to intermediate lane road from Mokokchung to Chare via Dikhu in the state of Nagaland on EPC mode,MoRTH,Nagaland,02/2021,06/2023,06/2025,-,192.93,192.93,99.65,0
618072,N24001466,Widening to Existing single lane /intermediate lane to 2 lane from Km185.00 to Km 220.00 of NH-61 New NH-02 in the state of Nagaland.,MoRTH,Nagaland,03/2021,07/2022,07/2024,03/2026,297.25,297.25,149.19,100
618290,N24001258,"Construction of 2-lane with Paved shoulder of Kohima- Bypass Road Connecting NH- 39New NH-02, NH-150New NH-02, NH-61New NH-29, NH-39New NH-02 from Design Km 32.00 to Design Km 43.454Design Length-11.454 Km in the State of Nagaland under SARDP-NE on EPC Mode Package-IV",NHIDCL,Nagaland,07/2020,10/2020,04/2022,12/2026,202.36,202.36,94.2,45.5
618291,N24001257,"Construction of 2-lane with Paved shoulder of Kohima-Bypass Road connecting NH- 39 New NH-02, NH150New NH-02, NH7-61 New NH-29 and NH-39 New NH-02 from Design km 21.000 to km 32.268 [Design length11.268 km] in the state of Nagaland Under SARDP-NE on EPC Mode Package- 3",NHIDCL,Nagaland,07/2020,06/2023,06/2025,12/2026,159.85,342.29,84.22,36.77
618292,N24001255,Construction of 2-Lane with paved shoulder of Kohima-Bypass Road connecting New NH-02 and New NH-29 from Design Km 10.500 to design Km 21.000 [Design Length- 10.500 km]  including TUNNEL of 500m at Ch. 11.000 in the state of Nagaland Under SARDP-NE on EPC Mode Package-2,NHIDCL,Nagaland,07/2020,10/2020,10/2022,06/2026,277.44,277.44,192.45,69.57
618293,N24001288,"Construction of 2-Lane with paved shoulder of Kohima-Bypass Road connecting NH- 39New NH-02, NH-150New NH-02, NH-61New NH-29 and NH-39New NH-02 from design Km 0.00 to Km 10.500 in the State of Nagaland under SARDP-NE on EPC Mode Package-1 -Balance work",NHIDCL,Nagaland,07/2020,11/2023,11/2026,11/2026,232.29,350.88,12.48,25.61
618296,N24001287,Balance work of Construction of 2-lane with hard shoulder of Kohima - Jessami road on NH-29 old NH-150 from existing km 98.380 near Chizami vill. to km120.367 Nagaland/Manipur Border [Design km 95.700 to design km 117.200] [Design Length 21.500 km] in the state of Nagaland Under Bharatmala Pariyojna on EPC Mode Package-V under NHO,NHIDCL,Nagaland,03/2020,11/2023,11/2025,05/2026,330.8,330.8,0,93.04
618297,N24001282,Construction of 2-lane with hard shoulder of Kohima - Jessami road on NH-29 Old NH- 150 from existing Km 30.474 Near Kidwema road Chakahabama to existing Km 53.220 Near Kikruma Village Design Km 29.60 to Km 51.50 Design length-21.90 Km in the state of Nagaland Under Bharatmala Pariyojna on EPC Mode under NHO Package-II -Balance work,NHIDCL,Nagaland,03/2020,01/2024,01/2026,12/2026,355.79,355.79,0,40.48
618328,N24001278,4-Laning of Balance work of Dimapur-Kohima Road from design km 152.490 to km 166.700 Existing km 156.000 to km 172.900 Excluding Dimapur & Kohima Bypass under SARDP-NE Package-III,NHIDCL,Nagaland,03/2016,09/2023,09/2025,-,562.98,794.75,119.71,82.59
618329,N24001281,Construction of 4/6 Laning from Km 132.375 to Km 153.058 Total New Alignment length of 20.683 Km  of Daboka-Dimapur Section Dimapur Bypass Nagaland Portion of NH-36 & 39 in the State of Nagaland on EPC basis  under PhaseA of SARDP-NE,NHIDCL,Nagaland,02/2017,09/2017,09/2020,02/2023,819.39,819.39,0,0
618364,N24001976,"Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for Package-I Design Chainage 0000 Km to 34795 Km, in the State of Nagaland on EPC mode under NH O-NE",NHIDCL,Nagaland,12/2022,08/2023,02/2026,02/2026,430.24,430.24,0,87
618365,N24001978,Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for Package-III Design Chainage 69875 Km to 106816 Km in the State of Nagaland on EPC mode under NHO-NE,NHIDCL,Nagaland,12/2022,08/2023,02/2026,02/2026,497.18,497.18,0,85.67
618366,N24001977,Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for Package-II Design Chainage 34795 Km to 69875 Km in the State of Nagaland on EPC mode under NHO-NE,NHIDCL,Nagaland,12/2022,08/2023,02/2026,02/2026,442.54,442.54,0,50.63
618413,N24001912,Construction of 2 laning with Hard shoulder of Peren-Dimapur section on NH 129A from Design Km 146.208 to Km 163.592 Length- 17.384 km in the state of Nagaland on EPC mode under NHO-TSP Package-III,NHIDCL,Nagaland,02/2021,06/2023,06/2025,06/2026,177.77,199.02,0,90.68
618414,N24001406,Construction of Balance work for 2-lane with hard shoulder of Peren- Dimapur section on NH-129A from Design Km 126.775 to Km 146.208 Length 19.433 Km in the state of Nagaland on EPC mode under NHO-TSP Package-II,NHIDCL,Nagaland,01/2021,09/2023,09/2025,09/2025,258.52,258.52,60.72,93.13
618422,N24001438,"Construction of 2-lane with hard shoulders of Merangkong-Tamlu-Mon road Wakching Twon portion on EPC basis from existing Chainage Km 59000 to Km 73640 [Design Km. 59000 to Km, 72450] Design length - 13.450 Km under SARDP-NE package-V Balance work",NHIDCL,Nagaland,03/2021,09/2023,09/2025,04/2026,161.73,161.73,14.12,99.5
618423,N24000763,Construction of 2-Lane with hard shoulders of Merangkong-Tamlu-Mon MTM Road from existing Km 20.456 to Km 41.065 Design Km. 20 to Km. 40.0 Design Length- 20.000 Km in the State of Nagaland under SARDP-NE Phase-A Pkg-2 Balance work,NHIDCL,Nagaland,03/2018,08/2023,08/2025,03/2026,215.79,215.79,28.64,100
619059,N24000765,Construction of 2-Lane with hard shoulders of Merangkong-Tamlu-Mon Road on EPC Basis from existing road Km. 76.640 to Km 98.065 Design chainage Km. 63.800 to Km. 86.835 Design Length-23.035 Km in the state of Nagaland under SARDP-NE PKG-IV Balance work,NHIDCL,Nagaland,03/2018,09/2023,09/2025,12/2026,323.98,323.98,70.46,75.05
617898,,New construction of Major Bridge with Approaches from Km 0.000 to 1.200 Madhopur -Badabanta section of NH-20 under NHO in Annual Plan 2022-23 in the State of Odisha,MoRTH,Odisha,03/2023,04/2025,10/2027,10/2027,199.5,199.5,0.1,0
617899,N24002136,Widening and Strengthening to 4LPS/2LPS from km 0.000 to 35.800 Kuakhia - Mangalpur section of NH 20 in the state of Odisha on Annual Plan 2021-22,MoRTH,Odisha,03/2022,02/2024,02/2026,11/2026,636.1,636.1,292.73,56.11
617902,,construction or By-pass road on NH-26 for Nabrangpur Town,MoRTH,Odisha,03/2023,12/2024,12/2026,12/2026,168.95,168.95,7.84,21
617904,N24001862,Construction of Bypass road to Balangir town from km 72/400 Desing km 0/0 to km 79/800 Design km 11/670 of NH-26 in the State of Odisha.,MoRTH,Odisha,02/2022,04/2023,10/2025,07/2026,238.78,238.78,6.09,55
617905,N24001865,Construction of 4 lane ROB with approaches in lieu of LC No. RV-172 at km 176.00 of NH-201 present NH-26 at Kesinga including land acquisition in the state of Odisha on EPC mode under Annual Plan 2021-22,MoRTH,Odisha,12/2021,05/2023,05/2025,10/2026,324.09,324.09,84.57,70.09
617920,,Widening and Strengthening to 2LPS including LA from km 318.970 to 353.450 Balikuda-Mulkani Section of NH-55 under NHO in Annual Plan 2022-23 in the State of Odisha. Job No. NH-55-OD-2022-23-656,MoRTH,Odisha,01/2022,06/2025,06/2027,06/2027,511.54,511.54,0,3
617921,N24001858,Widening and strengthening to 2LPS including LA of Kandarpur-Balikuda from km 277/500 to 318/970 of NH-55 in the State of Odisha under Annual Plan 2021-22.,MoRTH,Odisha,03/2022,06/2023,06/2025,05/2026,499.79,499.79,129.74,60.65
617922,,Construction of Jharsuguda Bypass including Land acqusition on NH-49 from km 258.636 to km 283.300 design chainage 258.636 to km 289.876 under NHO in Annual Plan 2022-23 for the state of Odisha Job No.NH-49-OD-2022-23-655,MoRTH,Odisha,09/2021,01/2025,07/2027,07/2027,587.1,587.1,52.43,21
617923,,Construction of  Daspalla Bypass from km 195.250 To 200.635 of NH-57 including land acquisition in the state of Odisha on EPC mode under Annual Plan 2022-23.,MoRTH,Odisha,02/2023,05/2025,05/2027,05/2027,155.97,155.97,36.6,18
617924,N24001860,Construction of bypass to Nayagarh town from km 235.469 to 252.482 of NH-57 including land acquisition in the state of Odisha.,MoRTH,Odisha,01/2022,05/2023,04/2025,03/2026,300.33,300.33,82.33,100
617925,N24001861,Construction of Bypass to Khordha town from Km 294/000 to 300/300 on NH-57 including LA in the State of Odisha on EPC mode.,MoRTH,Odisha,02/2022,05/2023,11/2024,06/2026,157.49,157.49,33.61,82
617930,N24001859,Construction of Bypass on NH-59 from Km 336/350 to 349/910 13.56 km near Berhampur town including 4-lane RoB in the state of Odisha.,MoRTH,Odisha,03/2021,03/2022,12/2025,06/2026,196.94,196.94,51.15,75
618003,N24001419,Construction of four lane ROB and its approaches in lieu of existing Level Crossing No. RV-71 at km 435 on NH-217 New NH-353 at Khariar including land acquisition under NHO in Annual Plan 2021-22 for the state of Odisha for F.Y. 2021-22 to F.Y 2033-34,MoRTH,Odisha,11/2021,06/2023,12/2024,06/2026,154.49,154.49,22.32,72
618012,N24002135,"Widening & strengthenlng to 2LPS from km 0,000 to 40.000 Dhaugaon- Podamari section of NH 326 in the State of Odisha under Annual Plan 2021.22.",MoRTH,Odisha,03/2022,02/2024,02/2026,06/2026,186.52,186.52,42.83,60
618079,,Construction of Dharmagarh Bypass on NH-130C including land acquisition in the state of Odisha on EPC Mode under Annual plan 2022-23.,MoRTH,Odisha,03/2023,04/2025,10/2026,10/2026,172.66,172.66,0,15
618122,,Widening to 2 lane with paved shoulded of Jareikela Jharkhand/Odisha Border - Dhabaleswar section from 0/0 to 36/0 of NH-320D in the State of Odisha under Annual Plan 2021-22.,MoRTH,Odisha,03/2022,10/2024,10/2026,10/2026,172.09,172.09,0,20.25
618523,N24000738,Bhadrak KM 136.500 to Baleshwar KM 199.141,National Highways Authority of India [NHAI],Odisha,11/2014,03/2019,09/2021,06/2026,844.67,1394.82,495.58,91.32
618591,,"Construction of 6-lane flyover at Ainthapali junction and a 2-lane ROB LHS on NH-53 Earlier NH-6 in Sambalpur, on EPC mode in Odisha under NHO",National Highways Authority of India [NHAI],Odisha,03/2024,06/2024,12/2026,12/2026,374.17,211.74,82.44,47.25
618592,,"Balance work of 8 nos. of Elephant Underpasses EUPs, 1 no. of Vehicular Underpass VUP, 1 nos. of Light Vehicular Underpass LVUP, 1 nos. of Pedestrian Underpass PUP, 1 nos. of Foot Over Bridge FOB and A2 side approach of Jharpokharia Flyover at Km.215.270 in Baharagora-Singhara section of NH-49",National Highways Authority of India [NHAI],Odisha,09/2023,11/2024,05/2026,03/2027,320.64,244.85,16.35,16.09
618593,,Balance work of Rehabilitation and Upgradation to four laning of Baharagora Singhara section of NH-49 from Km.229.727 to Km.238.990 Length  9.263 Km. including construction of five nos. of Elephant Underpasses EUP and fourteen nos. of Animal Underpasses AUP inside the buffer zone of Similipal Tiger Reserve Area in Bangriposi Ghat section in the State of Odisha on EPC Mode,National Highways Authority of India [NHAI],Odisha,03/2025,05/2025,11/2027,11/2027,263.32,163.07,8.76,8.13
618677,N24001667,6L Greenfield Kaliagura   Baunsaguar Section of NH-130-CD Road from km 249000 to km 293000 Package  OD-5,National Highways Authority of India [NHAI],Odisha,09/2021,05/2022,05/2024,06/2026,1539.75,1918.49,952.14,94.09
618678,N24001678,6L Greenfield Baunsaguar - Baraja Section of NH-130-CD Road from km 293000 to km 338500 Package  OD-6,National Highways Authority of India [NHAI],Odisha,08/2021,06/2022,05/2024,05/2026,1265.59,1635.44,843.72,98.89
618680,N24001665,6L Greenfield  Kandili - Aluru Section of NH-130-CD Road from km 342500 to km 365033 Package-OD-8,National Highways Authority of India [NHAI],Odisha,12/2021,10/2022,10/2024,06/2026,1492.74,1912.84,988.5,96.6
618704,,6L Flyover including RE Wall approaches with Flexible Pavement in the Elephant Corridor of Angul  Sambalpur Section of NH-42 New NH-55 Km.202.533,National Highways Authority of India [NHAI],Odisha,09/2023,06/2024,01/2027,06/2026,150.86,106.32,102.13,99.86
618819,N24001647,Balance work of Panikoili Rimoli Section of new NH-20 from Km 0.00 to Km. 163.000,National Highways Authority of India [NHAI],Odisha,09/2020,03/2021,03/2022,07/2022,183.03,200.79,89.36,99
618820,N24002079,Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole  Paradip Section of NH-53 Old NH  5A from Km.39.000 to Km.60.00 Package-3,National Highways Authority of India [NHAI],Odisha,03/2023,12/2023,12/2025,06/2026,861.84,938.55,344.31,91
618821,N24002080,Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole  Paradip Section of NH-53 Old NH  5A from Km 18.00 to Km 39.00 in the State of Odisha on HAM mode Package-2,National Highways Authority of India [NHAI],Odisha,03/2023,12/2023,12/2025,06/2026,920.47,950.4,403.51,91
618822,,Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole  Paradip Section of NH-53 Old NH  5A from Km.0.00 to Km.18.00Package-1,National Highways Authority of India [NHAI],Odisha,03/2023,12/2023,12/2025,06/2026,929.91,869.45,362.18,92.3
618908,N24002081,3L Major Bridge over River Brahmani at Km. 401.250 Duburi - Chandikhole Section of NH-200 New NH -53,National Highways Authority of India [NHAI],Odisha,04/2022,08/2022,01/2025,12/2026,153.61,103.68,61.82,38
618913,N24000739,4-L of Rajamunda to Barkote Section of NH-23 from km. 287.200 to km. 337.185,National Highways Authority of India [NHAI],Odisha,10/2017,12/2018,06/2021,12/2024,609.63,630.97,114.77,96.52
619075,,6L of Bhubaneswar - Jagatpur - Chandikhole Section of NH-16,National Highways Authority of India [NHAI],Odisha,01/2009,12/2011,06/2014,04/2026,639.3,632.89,2.07,97.48
619109,N24001668,6L of Badakumari - Karki Section from Km 179.000 to km 226.500 of NH-130-CD Package  OD-3,National Highways Authority of India [NHAI],Odisha,03/2021,04/2022,04/2024,05/2026,1101.76,1374.43,560.92,99.6
619118,N24000619,Four Laning of Angul to Sambalpur from Km.112.000 to Km.265.000,National Highways Authority of India [NHAI],Odisha,09/2016,03/2017,08/2019,04/2026,2510.04,2632.91,1194.08,99.98
619119,N24000715,Cuttack-Angul Section of NH-42 New NH-55 from km 0.400 to km 60.200 Pkg-I in the State of Odisha,National Highways Authority of India [NHAI],Odisha,10/2017,01/2018,07/2020,04/2026,999.32,1178.31,497.62,99
619157,N24000734,4 Laning of Talcher to end of Kamakhyanagar Bypass km 8.844 - km 15.725 of NH- 149 and km 301.875 - km 335.946 of NH-53 Pkg-I,National Highways Authority of India [NHAI],Odisha,01/2018,02/2019,08/2021,04/2026,795.18,810.71,397.12,99
619158,N24000733,4 Laning of Duburi Chandikhole from km 388.376 to km 428.074 Pkg-III,National Highways Authority of India [NHAI],Odisha,01/2018,02/2020,08/2022,06/2026,789,907.61,518.91,86
619181,,Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole  Paradip Section of NH-53 Old NH  5A from Km.60.000 to Km.76.646 Package-4,National Highways Authority of India [NHAI],Odisha,03/2023,11/2024,10/2026,01/2027,882.45,1009.92,122.77,31
619213,,6L of Hatibena - Badakumari Section from Km 146.50 to km 179.00 of NH-130-CD Package  OD-2,National Highways Authority of India [NHAI],Odisha,02/2021,03/2022,03/2024,05/2026,791.17,1070.63,631.22,99.95
619215,,Cuttack-Angul Section of NH-42 New NH-55 from Km.60.200 to Km. 112.000 Pkg-II in the State of Odisha,National Highways Authority of India [NHAI],Odisha,10/2017,03/2018,09/2020,04/2026,991.41,1168.82,499.34,99.66
618010,,Development to 4-lane with paved shoulder for the road section Talwandi Sabo- Raman road to refinery Road junction with Bathinda Dabwali Road of NH-254 from existing Km 131.600 to Km 155.650 Design Km 131600 to km 155600 in the State of Punjab. Job No NH-254-PB-2022-23-565,MoRTH,Punjab,03/2023,05/2025,11/2026,11/2026,546.67,546.67,0,45
618023,N24001961,Work of Widening/upgradation of 2-Lane with paved shoulder of Sri Muktsar Sahib to Malout road from Km 279.400 to Km 307.060 section of NH-354 in the State of Punjab on EPC mode. Job No. NH-354-PB-2021-22-555,MoRTH,Punjab,03/2022,10/2023,04/2025,03/2026,152.58,152.58,0,98
618024,N24001960,Up-gradation to two lane with paved shoulder configuration of NH-354 Section Arifkes- Ferozepur-Muktsar-Malaut from Km 201.500 to Km 212.500 & Km 229.690 to Km 269.960 and strengthening of existing pavement from Km 212.500 to Km 229.690 excluding Km 218.500 to 223.690 of NH-354 on EPC Mode in the State of Punjab. Job No. NH-354-PB-2020-21-532,MoRTH,Punjab,03/2021,10/2023,04/2025,04/2026,263.19,263.19,0,83
618487,N24001415,Delhi-Amritsar-Katra Expressway Phase-I Pkg-VII from Junction with Patiala-Bathinda road NH-7 near Bhawanigarh to Junction with Ludhiana-Malerhkotla SH-11 near Bhogiwal village Km 188830 to km 225770,National Highways Authority of India [NHAI],Punjab,12/2020,07/2022,07/2024,06/2026,1759.82,1774.32,1250.45,95.8
618488,N24001416,Delhi-Amritsar-Katra Expressway Phase-I Pkg-VIII from Junction with Ludhiana- Malerkotla SH-11 near Bhogiwal village to Junction with Ludhiana-Moga road NH-5 near Mullanpur Dakha Km 225770 to km 260860,National Highways Authority of India [NHAI],Punjab,12/2020,03/2023,03/2025,-,1895.74,2034.94,751.95,31.08
618489,N24001417,Delhi-Amritsar-Katra Expressway Phase-I Pkg-IX from Junction with Ludhiana-Moga road NH-5 near Mullanpur Dakha to Junction with Jalandhar - Moga road NH-703 near Kang Sahibu village Km 260860 to km 303900,National Highways Authority of India [NHAI],Punjab,12/2020,07/2022,07/2024,06/2026,1851.47,2407.14,1331.72,73.26
618490,N24001418,Delhi-Amritsar-Katra Expressway Phase-I Pkg-X from Jn. with Jalandhar - Moga road NH-703 to Jn. with Jalandhar-Kapurthala road NH-703A and to Jn. with Kapurthala - Sultanpur Lodhi road NH-703A km 000 to km 24000 to Amritsar connectivity,National Highways Authority of India [NHAI],Punjab,12/2020,07/2022,07/2024,09/2025,2177.54,2062.74,1004.28,62.99
618491,N24001419,Delhi-Amritsar-Katra Expressway Phase-I Pkg-XI from Junction with Jalandhar - Kapurthala road NH-703A near khojewal village to Junction with Amritsar-Mehta- SriHargobindpur-Tanda road NH-503A near SriHargobindpur Km 319400 to km 362420,National Highways Authority of India [NHAI],Punjab,03/2021,11/2022,11/2024,-,2175.35,2206.71,941.19,43.45
618492,N24001420,Delhi-Amritsar-Katra Expressway Phase-I Pkg-XII from Junction with Amritsar-Mehta- SriHargobindpur-Tanda road NH-503A near SriHargobindpur to Junction with Pathankot-Gurdaspur road NH-54 near Gurdaspur Km 362420 to km 397700,National Highways Authority of India [NHAI],Punjab,03/2021,01/2024,12/2025,02/2027,1734.18,1538.47,470.92,27.05
618493,N24002102,Delhi-Amritsar-Katra Expressway Phase-I Spur-I from Jn. with Kapurthala - Sultanpur Lodhi Road NH-703A near Isharwal village to Jn. with Kapurthala - Tarn Taran road NH-703AA near Goinwal Sahib [Km 24000 to Km 41000 of Amritsar connectivity],National Highways Authority of India [NHAI],Punjab,12/2021,04/2023,04/2026,03/2028,2165.23,1519.6,359.7,31.07
618551,,Greenfield connectivity from Govindsar village on Delhi Amritsar Katra Expressway to Talwara village on NH-44 Pathankot by-pass,National Highways Authority of India [NHAI],Punjab,11/2024,07/2025,07/2027,07/2027,666.81,690.47,36.91,21.82
618552,N24001637,Development of 6L Greenfield Jalandhar Bypass starting from Kahlwan NH-03  ending at Kang Sahbu NH-703  via Sarmastpur NH-44 - Madara NH-03 - Khajurla NH-44,National Highways Authority of India [NHAI],Punjab,03/2021,01/2023,01/2025,06/2027,1754.84,2167.39,797.54,42.98
618610,N24002075,6L of Jodhpur Romana Bathinda - Mandi Dabwali Punjab Haryana Border section of NH-54 from km. 0.000 to km. 27.400 of NH-54,National Highways Authority of India [NHAI],Punjab,05/2020,08/2023,08/2025,04/2026,789.26,1318.91,501.33,99
618617,N24001640,6L Amritsar-Bathinda Greenfield section from village Tiba on NE-5A to Jn. with Moga Jalandhar road NH-703 near Dharamkot from km 0.000 to km 39.000 of NH-754A Pkg-1,National Highways Authority of India [NHAI],Punjab,03/2021,11/2022,11/2024,06/2027,1229.38,1549.32,771.63,69.5
618618,N24002076,6L Amritsar-Bathinda Greenfield section from Jn. with Bhagta Bhai Ka-Bhadaur Road near Dyalpura Bhai Ka to Jn. with Mandi Dabwali Bathinda Road on NH-54 near Sangat Kalan from km 93.000 to km 154.866 of NH-754A Pkg-3,National Highways Authority of India [NHAI],Punjab,03/2021,06/2024,06/2026,06/2026,2029.17,2677.23,509.27,70
618647,N24002091,6L Access Controlled Ludhiana-Bathinda Greenfield highway from Jn. with Amritsar- Bathanda Greenfield Road NH-754A near Rampura Phul to Jn. with Moga-Barnala Road NH-703 near village Tallewal from Km 0.0 to Km 30.3 of NH-754AD Pkg-1,National Highways Authority of India [NHAI],Punjab,06/2021,09/2023,09/2025,07/2026,906.51,1020.52,445.16,81.5
618764,N24001639,Moga - Bagha Purana - Bajakhana from km. 0.00 to km. 43.32,National Highways Authority of India [NHAI],Punjab,05/2020,12/2022,12/2024,05/2026,1032.59,1264.17,658.21,76
618776,,4L of Greenfield section from  Sirhind to Mohali,National Highways Authority of India [NHAI],Punjab,03/2022,05/2023,05/2025,06/2026,1237.65,1301.15,906.97,84.96
618785,N24001630,4/6L Greenfield LudhianaRupnagar highway from Jn. with NE-5 village near to ManewalLudhiana to Jn. with NH-205 near Bheora Village Rupnagar from Km 66.0 to Km 91.0 i/c spur to Kharar from Km 0.0 to Km 19.5 with Ludhiana bypass of NH-205K Pkg-3,National Highways Authority of India [NHAI],Punjab,07/2021,02/2023,02/2025,05/2026,1501.02,1815.13,992.79,77.8
618786,,4L of Phagwara - Hoshiarpur,National Highways Authority of India [NHAI],Punjab,11/2022,03/2025,03/2027,03/2027,1196.38,1503.79,159.94,12.27
618793,,4L of Fazilka to Abohar section of NH-07 including construction of Greenfield Abohar & Fazilka Bypasses,National Highways Authority of India [NHAI],Punjab,03/2023,04/2024,04/2026,04/2026,1409.88,1674.04,506.87,60
618794,N24001644,Amritsarairport Junction - Ramdas from km. 100.835 to km. 139.813 Pkg - IV,National Highways Authority of India [NHAI],Punjab,12/2020,03/2022,09/2023,05/2026,524.88,416.58,380.9,95
618795,N24001642,Amritsar Bypass Pkg III from km. 71.496 to km. 105.158,National Highways Authority of India [NHAI],Punjab,02/2021,08/2022,08/2024,07/2026,1474.77,1228.42,864.5,85
618809,N24002101,4L of Beas-Mehta-Batala-Dera Baba Nanak from intersection with Jalandhar-Amritsar Highway NH-3 near Beas till start of Batala Bypass near Village Acchhal from Km. 0.000 to Km. 31.300 Pkg-1,National Highways Authority of India [NHAI],Punjab,08/2021,06/2023,06/2025,12/2026,809.51,966.99,498.68,65.2
618810,N24002100,4L of existing Beas  Baba Bakala - Dera Baba Nanak Section from start of Batala Bypass  till intersection with Ajnala Gurdaspur Highway NH 354 near Dera Baba Nanak  from Km. 31.300 to Km. 69.100  with Additional batala Bypass Pkg-II,National Highways Authority of India [NHAI],Punjab,10/2021,06/2023,06/2025,11/2026,1003.38,993.6,586.56,78.93
618906,N24001643,4L of Amritsar-Ghoman - Tanda - Una Section from Km 8.270 to Km 54.000 of NH- 503A Package-I,National Highways Authority of India [NHAI],Punjab,12/2020,06/2022,06/2024,06/2026,857.91,1443.47,468.69,64.12
619099,,6L Amritsar-Bathinda Greenfield section  from Jn. with Moga Jalandhar road NH-703 near Dharamkot to Jn. with Bhagta Bhai Ka-Bhadaur Road near Dyalpura Bhai Ka from km 39.000 to km 93.000 of NH-754A Pkg-2,National Highways Authority of India [NHAI],Punjab,03/2021,06/2024,06/2026,12/2026,1801.37,2172.71,580.27,64.12
619105,,6L Access Controlled Ludhiana-Bathinda Greenfield highway from Jn. with Moga- Barnala Road NH-703 near village Tallewal to Jn. with Delhi-Katra Expressway NE-5 near Ludhiana village Ballowal from Km 30.300 to Km 75.543 of NH-754AD Pkg-2,National Highways Authority of India [NHAI],Punjab,07/2021,09/2025,09/2027,09/2027,1555.13,1564.66,138.54,20.03
619200,,Delhi-Amritsar-Katra Expressway Phase-I Spur-III from Junction with Amritsar- Jalandhar road NH-3 near Bhishambarpura to Junction with Amritsar-Anjala road NH- 354 near Amritsar Airport [Km 71000 to Km 99000 of Amritsar connectivity],National Highways Authority of India [NHAI],Punjab,03/2021,11/2022,10/2024,06/2027,1641.75,1951.7,983.87,31.34
617887,N24001411,Beawer Gomti 4LPS from km 58.245 to km 108.600 Pkg-I,MoRTH,Rajasthan,12/2020,10/2021,10/2023,12/2025,379.23,379.23,179.11,99
617891,N24001866,"Construction of Two lane with Paved Shoulder for Fatehpur Bypass Design Km 0.000 to Km 7.400 , Mandawa Bypass Design Km 20.925 to Km 27.300 & Jhunjhunu Bypass Design Km 41.625 to Km 54.689 of NH-11 on EPC Mode in the state of Rajasthan .",MoRTH,Rajasthan,03/2022,02/2023,08/2024,08/2025,186.29,186.29,66.7,100
617900,N24001530,Upgradation to Two Lane Paved Shoulder in km 33/0 to 126/520 of NH-23 Old NH- 11B Kothun-Lalsot-Karoli-Dholpur road in the state of Rajasthan under EPC mode Length-93.52 Km.,MoRTH,Rajasthan,12/2021,09/2022,09/2024,09/2025,150.11,150.11,12.2,97
617901,N24001528,Widening of Pachpadra-Bagundi Section to 4 Lane from Km 73/60 to 95/70 of  NH-25 on EPC mode in the state of Rajasthan.,MoRTH,Rajasthan,01/2022,12/2022,12/2024,03/2026,194.88,194.88,48.47,98.58
