project_id,legacy_ocms_code,project_name,agency,state,date_of_approval,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,expenditure,physical_progress
618185,,Widening to 2LPS from Km 0.000 to 37.850 Except Ex. Km 24.45 to 27.20 of NH-766c Byndoor-Ranebennur Section in the state of Karnataka on EPC Mode under Annual Plan 2022-23 NH-766C-KNT-2022-23-969 dated 30.12.2022,MoRTH,Karnataka,12/2022,08/2025,08/2027,08/2027,394.95,394.95,0,0
618189,,Widening to Two Lane with Paved Shoulder of NH-73 New Spur Road Ujire - Dharmasthala - Periyashanthi in the State of Karnataka under on HAM under NHO Annual Plan 2023-24Job No NH-73Spur-KNT-2023-24-996,MoRTH,Karnataka,01/2024,11/2025,11/2027,-,613.65,613.65,0,0
618517,N24001994,4/6L of Bangalore - Pune Section of bypass connecting Dharwad - Hubli from km. 403.80 to km. 433.20,National Highways Authority of India [NHAI],Karnataka,12/2021,03/2023,09/2025,11/2026,1135.39,763.36,698.19,81.89
618518,,Davanagere - Haveri of NH-48 Old NH-4 from km. 260.00 to km. 338.923,National Highways Authority of India [NHAI],Karnataka,01/2017,01/2018,07/2020,09/2026,1454.67,1805.84,633.86,98.87
618520,,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 old NH-207] [Bangalore Ring Road Pkg 1],National Highways Authority of India [NHAI],Karnataka,08/2020,04/2021,04/2023,04/2026,1438.74,1786.57,926.25,99.2
618630,N24001676,6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km. 26.000 to Km. 97.000 in Gulbarga of NH-150C Pkg-II,National Highways Authority of India [NHAI],Karnataka,02/2022,12/2022,06/2025,08/2026,2355.56,1923.3,824.34,74.43
618649,,4 Lane with PS  from Des. Ch 228.500 to Des. Ch. 273.400 of Belgaum-Hungund- Raichur Section of NH 748 A  Package-6,National Highways Authority of India [NHAI],Karnataka,03/2023,11/2024,11/2026,11/2026,1246.15,1012.78,197.97,44.02
618650,,4 Lane with PS from Des. Ch 89.900 to Des. Ch. 136.100 of Belgaum-Hungund- Raichur Section of NH-748A Package-3,National Highways Authority of India [NHAI],Karnataka,01/2024,04/2025,04/2027,04/2027,1363.9,1219.62,72.94,17.5
618651,,4 Lane with PS from Des. Ch 43.800 to Des. Ch. 89.900 of Belgaum-Hungund- Raichur Section of NH-748A Package-2,National Highways Authority of India [NHAI],Karnataka,02/2024,03/2025,02/2027,02/2027,1427.88,1293.94,400.24,41
618697,,4LPS Access Controlled Highway of Bellary Bypass Balance work from Ch. 254750 to Ch. 266837 and construction of 4LPS from Ch. 277.690 to Ch. 278.690 at D. Hirehal Village Balance work of NH 150A of Bellary  Byrapura Section,National Highways Authority of India [NHAI],Karnataka,02/2024,08/2024,07/2026,07/2027,626.01,284.05,42.5,24.06
618698,,Challakere to Hariyur section from km 358.500 to km 414.205 of NH-150 A,National Highways Authority of India [NHAI],Karnataka,03/2018,01/2021,01/2023,06/2025,1167.52,1873.58,843.6,99.5
618702,N24001425,4L of Addahole Near Gundya to Bantwal Cross section Pkg-02 from Design Km 270.270 to Design km 318.55 including flyover at Kalladka Town including approaches from Km. 311.57 to Km. 313.67 of NH-75 Old NH-48,National Highways Authority of India [NHAI],Karnataka,12/2020,11/2021,11/2023,04/2026,1660.19,1318.24,1264.16,93.52
618706,,Bangalore-Nidagatta Pkg. I,National Highways Authority of India [NHAI],Karnataka,02/2018,05/2019,11/2021,04/2026,3496.01,4087.42,1375,99.19
618707,,Additional works under BM1 to ensure road safety under 6L of Bengaluru  Mysuru Access control with close toll from Km.17.300 to  Km.136.300 of NH-275,National Highways Authority of India [NHAI],Karnataka,11/2024,01/2026,01/2028,01/2028,738.37,738.37,0,5.31
618709,N24001989,4L of Left-Over Works of Hospet-Bellary -Karnataka/AP border from Km.280.080 Dec.Ch. to Km.375450Des.Ch. of NH-63 New-67,National Highways Authority of India [NHAI],Karnataka,03/2023,05/2023,05/2025,02/2027,1340.15,992.6,843.55,90.12
618799,N24001599,Belakeri Port to Kumta - Sirsi road from km 0.00 - km 4.265 of Belekeri Port Road Link Rd. and km 4.965 - km 60.00 of SH-69,National Highways Authority of India [NHAI],Karnataka,03/2018,12/2020,12/2022,05/2026,456.79,456.79,395.56,90.08
618870,,4L PS from near Hemmige Village Periyapatna - Hassan Road Jn. to near Hunsur - KR Nagar Jn section from Km. 144.900 to Km. 169.000 of NH-275  Pkg. III,National Highways Authority of India [NHAI],Karnataka,02/2023,04/2025,04/2027,04/2027,883.62,1726.65,60.91,16.85
618871,,4L PS from Near Guddehosur to Start of Kushalnagara Bypass to near Hemmige Village Periyapatna - Hassan Road Jn from Km. 122.200 to Km. 144.900 of NH-275 Pkg. II,National Highways Authority of India [NHAI],Karnataka,02/2023,12/2025,12/2027,12/2027,909.86,896.42,2.9,4.28
618872,,4L PS from near Hunsur - KR Nagar Junction to near Yalachahalli village KR Nagara - Yelawala Road Junction fcrom Km 169.000 to Km 195.550 of NH-275 Pkg-IV,National Highways Authority of India [NHAI],Karnataka,02/2023,04/2025,04/2027,04/2027,1062.76,952.03,92.49,13.14
618873,,4L PS from near Yalachahalli village KR Nagara - Yelawala Road junction to Srirangapatna Bypass Near Paschima Vahini from km 195.550 to Km 214.535 of NH- 275 Pkg-V,National Highways Authority of India [NHAI],Karnataka,01/2023,04/2025,04/2027,04/2027,1272.71,1203.2,97.25,12
618887,N24001687,4L of Bettadahalli- Shivamogga section from Km.170.415 to km. 226.750 of NH-206 Tumkur- Shivamogga Pkg-IV,National Highways Authority of India [NHAI],Karnataka,01/2019,10/2021,10/2023,03/2027,2082.98,2545.11,864,81.96
618896,N24001680,4L of Sannur to Bikarnakatte section from Km 691.350 to Km 736.362 of NH-169 Karkala - Mangalore Package-III,National Highways Authority of India [NHAI],Karnataka,03/2021,10/2022,10/2024,06/2026,1386.41,2038.71,915.67,67.68
619070,,Tumkur-Chitradurga,National Highways Authority of India [NHAI],Karnataka,04/2010,06/2011,12/2013,06/2026,839,47.44,8.24,100
619071,N24001681,Tumkur - Nelamangala 6L,National Highways Authority of India [NHAI],Karnataka,03/2021,08/2022,08/2025,03/2027,2032.15,1664.2,504.51,59.29
619072,N24001674,Bangalore/TN border to Hoskote,National Highways Authority of India [NHAI],Karnataka,02/2022,02/2023,02/2025,07/2026,1181.68,1297.76,775.99,93.75
619073,,4L of 42.000 to km 80.00 of Dodaballapur Bypass to Hoskote section of NH-648  Old NH-207 [Bangalore Ring Road Pkg 2],National Highways Authority of India [NHAI],Karnataka,02/2020,02/2021,02/2023,04/2026,1317.74,1846.52,1015.48,99.2
619096,N24000462,Goa / Karnataka Km.93.700 to Kundapur Km.283.30,National Highways Authority of India [NHAI],Karnataka,07/2012,03/2014,08/2016,07/2026,1644.92,1990.99,326.66,97.8
619106,,4 Lane with PS from Des. Ch 182.300 to Des. Ch. 228.500 of Belgaum-Hungund- Raichur Section of NH 748 A  Package-5,National Highways Authority of India [NHAI],Karnataka,03/2023,11/2024,11/2026,11/2026,1141.88,868.65,176.76,31.07
619107,,4 Lane with PS from Des. Ch 136.100 to Des. Ch. 182.300 of Belgaum-Hungund- Raichur Section of NH-748A Package-4,National Highways Authority of India [NHAI],Karnataka,02/2024,09/2025,09/2027,09/2027,1311.41,1123.35,4.66,8.01
619108,,4 Lane with PS from Des. Ch 0.000 to Des. Ch. 43.800 of Belgaum-Hungund-Raichur Section of NH-748A Package-1,National Highways Authority of India [NHAI],Karnataka,02/2024,06/2025,06/2027,06/2027,1452.43,1256.55,126.2,28.5
619117,,Hassan km 184.912 to Maranahally km 230.060 of NH - 75 in Karnataka,National Highways Authority of India [NHAI],Karnataka,12/2015,03/2017,03/2019,04/2026,1021.57,1091.4,695.38,97.8
619120,,Nidagatta-Mysore Pkg II,National Highways Authority of India [NHAI],Karnataka,02/2018,12/2019,06/2022,04/2026,2919.8,4113.89,1378.91,99.19
619121,,4L of Hubli - Hospet Section of NH-63 from Km 128.850 to Km 272.571,National Highways Authority of India [NHAI],Karnataka,07/2016,03/2017,03/2020,05/2026,2531.99,3619.32,1275.33,99.65
619138,N24001682,Yekkambi-Haveri,National Highways Authority of India [NHAI],Karnataka,09/2021,03/2022,03/2024,03/2027,309.9,309.9,72.86,20.78
619144,,Hospet - Chitradurga from km. 299.00 to km. 418.750,National Highways Authority of India [NHAI],Karnataka,03/2015,02/2016,08/2018,06/2026,1519.72,387.48,35.48,100
619150,,BRT Tiger Reserve Boundary Km.287.500 to Bangalore Section Km.458.420 of NH- 209 in Karnataka,National Highways Authority of India [NHAI],Karnataka,04/2016,08/2017,08/2019,05/2026,2082.69,2859.93,718.08,99.7
619164,,Belgaum-Khanapur Pkg I Km 0.000-Km 30.800 of NH-4A,National Highways Authority of India [NHAI],Karnataka,03/2018,03/2019,09/2021,03/2027,1214.3,1195.74,479.2,71.41
619211,,6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km. 97.000 to Km. 162.500 in Yadgir of NH-150C Pkg-III,National Highways Authority of India [NHAI],Karnataka,03/2022,04/2023,10/2025,12/2026,2104.7,2065.83,690.04,73.9
619214,,4L of Channarayapatna Bypass and Hassan Bypass with structures in Devihalli - Hassan section,National Highways Authority of India [NHAI],Karnataka,04/2020,01/2021,01/2023,06/2026,688,684.54,569.97,82.34
619218,,4L Tumkur-Shimoga Pkg-I from Mallasandra to Karadi village of NH-206 from Km. 12.300 to Km. 65.195,National Highways Authority of India [NHAI],Karnataka,02/2018,10/2019,10/2021,04/2026,1364.14,1692.12,551.42,100
619219,,4L of Tumkur-Shimoga Pkg-II from Km 65.195 Karadi to Km 121.900 Banawara of NH-206,National Highways Authority of India [NHAI],Karnataka,02/2018,10/2019,10/2021,04/2026,1505.85,1989.89,586.41,99.97
619220,,Tumkur-Shimoga Pkg-III from Km 121.900 Banawara to Km 170.415 Bettadahalli of Old NH-206,National Highways Authority of India [NHAI],Karnataka,02/2018,03/2021,03/2023,04/2026,1444.5,1834.81,816.79,96.63
618070,N24001369,Widening to 2 Lanes with paved shoulders from Km.87/000 to 133/720 Nattukal to Thanau Jn. in Palakkad of NH-966 Old NH-213 on EPC mode Basis under NHO Annual Plan 2016-17 in the state of Kerala,MoRTH,Kerala,02/2017,08/2017,08/2019,04/2026,294.28,315.63,0,98
618595,N24001664,6L of Chengala - Neeleshwaram from km. 56.200 to km. 93.468,National Highways Authority of India [NHAI],Kerala,06/2020,10/2021,04/2024,03/2027,1746.45,2538.06,785.78,90.02
618596,N24001660,6L of Taliparamba to Muzhappilangad from Km 134.650 to Km 170.6 of NH-66,National Highways Authority of India [NHAI],Kerala,08/2020,11/2021,05/2024,12/2027,2714.6,3557.65,1008.4,82.44
618597,N24001661,6L of Azhiyur-Vengalam from km. 189.200 to km. 230.400 of NH-66,National Highways Authority of India [NHAI],Kerala,10/2020,10/2021,07/2024,05/2027,3205.77,3898.46,771.49,60.07
618598,N24001652,6L Minor Bridge Paloli Palam at km. 203.160 & Major Bridge Morad at km. 204.895 and allied works,National Highways Authority of India [NHAI],Kerala,03/2020,12/2020,06/2022,04/2026,210,216.94,77.9,100
618599,N24001658,6L of Ramanatukkara Junction to start of Valanchery bypass section of NH-66,National Highways Authority of India [NHAI],Kerala,01/2021,01/2022,07/2024,04/2026,4924.11,4919.46,1762.86,99.75
618600,N24001659,6L of Valanchery bypass to Kappirikkad of NH  66 from km. 298500 to km 335850,National Highways Authority of India [NHAI],Kerala,02/2021,01/2022,07/2024,04/2026,4023.94,4023.94,1466.03,98.84
618601,N24001655,6L of  Kappirikkad to Thalikulam section from km 335.85 to km 369.015 of NH - 66 old NH-17,National Highways Authority of India [NHAI],Kerala,06/2021,09/2022,01/2025,06/2026,4225.59,4225.59,648.31,88.2
618602,N24001656,6L of Thalikulam to Kodugallur section from km 369.015 to km 397.850 of NH - 66 old NH-17,National Highways Authority of India [NHAI],Kerala,06/2021,09/2022,02/2025,06/2026,4302.06,4302.06,705.39,84.18
618603,N24001653,6L of Kodugallur to Edapppally section from km 397.750 to km 423.780 of NH - 66 old NH-17,National Highways Authority of India [NHAI],Kerala,11/2021,10/2022,04/2025,12/2026,3465.82,3606.2,767.68,64.93
618604,N24001648,Aroor-Thuravoor Thekku,National Highways Authority of India [NHAI],Kerala,08/2022,02/2023,01/2026,06/2026,2429.52,2382.83,1677.4,83.93
618605,N24001651,Thuravoor Thekku-Paravoor,National Highways Authority of India [NHAI],Kerala,09/2021,03/2022,09/2024,05/2026,2878.97,2638.67,1998.42,76.31
618606,N24001649,Paravoor-Kottankulangara,National Highways Authority of India [NHAI],Kerala,12/2021,08/2022,02/2025,08/2026,3273.61,3200.24,1185.17,71.2
618607,N24001657,Kottankulangara- Start of Kollam Bypass,National Highways Authority of India [NHAI],Kerala,06/2021,04/2022,10/2024,08/2026,2842.14,3680.49,783.02,73.89
618708,N24002074,Widening/Development of Existing NH-85 from Km 0.000 to Km 124.636 section to 2L/LPS section in the state of Kerala on EPC Mode under Bharatmala Pariyojana,National Highways Authority of India [NHAI],Kerala,09/2022,06/2023,06/2025,05/2026,1187.47,1265.47,631.69,52.71
619098,N24000784,Kozhikode Bypass Calicut Bypass Vengalam Jn. to Ramanattukara Jn.,National Highways Authority of India [NHAI],Kerala,02/2018,02/2021,02/2023,04/2026,1424.77,2139.18,927.08,98.75
619206,,6L of Perole Nileshwar town to Taliparamba from Km 94.248 to Km 134.650 of NH-66,National Highways Authority of India [NHAI],Kerala,06/2020,10/2021,01/2024,03/2027,3041.65,3867.66,966.76,86.4
619207,,Start of Kollam Bypass - Kadambattukonam,National Highways Authority of India [NHAI],Kerala,06/2021,10/2022,03/2025,06/2026,2641.37,3309.06,867.3,81.8
619208,,Kadambattukonam-Kazhakuttom,National Highways Authority of India [NHAI],Kerala,12/2021,07/2022,01/2025,12/2026,3635.64,3526.33,524.28,44.34
618408,N24001348,Kargil Zanskar Road,NHIDCL,Ladakh,03/2021,07/2021,01/2023,07/2026,398.37,398.37,282.19,90.59
618409,N24001345,Widening & Up-gradation to 2 lane with Paved shoulder of NH-301 Kargil- Zanskar Road from Design km 57.000 Ex. Km. 57.905 to Km 87.000 Ex. Km. 88.2491 of 30.000 Km length Pkg-lll,NHIDCL,Ladakh,03/2021,07/2021,01/2023,07/2026,381.01,381.01,221.62,82.74
618410,N24001344,Widening & Up-gradation to 2 lane with paved shoulder of NH-301 Kargil- Zanskar Road from Design Km .30.040 Ex. Km. 30.000 to Design Km 57.000 Ex. Km. 57.905 of 26.960 Km length Pkg-II,NHIDCL,Ladakh,03/2021,07/2021,01/2023,10/2026,404.89,404.89,321.28,75.38
617909,,Construction of Rewa Bypass to 4-lane with paved shoulder along with service road from Ratahara Chowk to Chorhata Chowk Road section of NH-30 from km 00.000 to 19.200 in the State of Madhya Pradesh on Hybrid Annuity Mode HAM.,MoRTH,Madhya Pradesh,03/2024,02/2025,02/2027,02/2027,648.05,648.05,0,50
617911,N24000513,Rehabilitation and upgradation Umaria to Shahdol section of NH-78 from Existing Km. 68/4 to Km. 142/2 to 2LPS including construction of Birshinghpur and Shahdol Bypass on EPC mode under NHDP-IVA,MoRTH,Madhya Pradesh,03/2015,08/2015,07/2017,06/2026,511.83,613.16,0,94.5
617914,,Upgradation and reconstruction of Shahpura-Dindori Section of NH 45 from Km 103.700 Design to Km 164.580 Design including 3 bypasses Total length 60.88km to Two lane with paved shoulder configuration along with One time improvement in 03 nos of bypassed built-up areas in a total length of 12.341 km in the State of Madhya Pradesh on EPC mode,MoRTH,Madhya Pradesh,03/2022,01/2024,12/2025,06/2026,241.23,250.09,0,29.09
617915,N24002019,Upgradation of Dindori-Sagartola-kabichabutra MP-CG border section of NH -45 from km 000Design to km 77.00 Design to Two lane with paved shoulder configration along with one time improvement in 04 nos. of bypaased built-up areas in a total length of 9.1 km in the state of Madhya Pradesh on EPC mode.,MoRTH,Madhya Pradesh,01/2022,09/2023,09/2025,03/2026,329.14,319.09,0,93.68
618019,N24001964,Upgradation & widening of Jharkheda- Berasia - Dholkhedi from design km 0000 to km 87900 Design length 87.90km of NH-346 including 3 nos. bypasses of 13.10 Km in the State of Madhya Pradesh under EPC mode.,MoRTH,Madhya Pradesh,03/2022,05/2023,05/2025,06/2026,365.21,365.21,0,88
618020,N24001965,"Rehabilitation & Upgradation of KurwaiMungaoliChanderi Road section of NH-346, from Design Chainge 0.000 to 81.300 Km Total length 83.1 km to Two lane with paved shoulder configuration along with One time improvement in 07 nos of bypassed built- up areas in a total length of 22.615 km in the state of Madhya Pradesh on EPC mode.",MoRTH,Madhya Pradesh,03/2022,02/2023,02/2025,06/2026,386.49,386.49,164.43,64.71
618021,,Up-gradation of Pichhore- Dinara section of NH-346 from Km 292.750 to 334.550 to two lane with paved shoulders in the state of Madhya Pradesh on EPC mode,MoRTH,Madhya Pradesh,02/2024,12/2025,06/2027,06/2027,425.97,425.97,0,19.31
618035,,Rehabilitation & Upgradation of existing intermediate lane to two Lane with paved shoulder from km. 0.600 Gulganj bypass on NH-34 to km. 43.00 Barna River length 42.400 km. on Gulganj-Amanganj-Pawai-Katni NH43 Extn. in the state of Madhya Pradesh on EPCmode.,MoRTH,Madhya Pradesh,03/2023,11/2024,05/2026,05/2026,275.4,275.4,0,49.53
618036,,Upgradation and reconstruction of existing intermediate lane to two Lane with paved shoulder configuration from km. 43.00 Barna River to km. 77.00 ken river length 34.00 km. on Gulganj-Amanganj-Pawai-Katni NH43 Extn. along with One time improvement in 01 no. of bypassed built-up area in a total length of 1.585 km in the state of Madhya Pradesh on EPCmode.,MoRTH,Madhya Pradesh,03/2023,11/2024,11/2026,11/2026,315.55,315.55,0,25.3
618043,,Upgradation and reconstruction of Dindori - Mandla Section of NH 543 from Km 77100 Design to Km 170580 Design Total length 93.48km to Two lane with paved shoulder configuration along with One time improvement in 04 nos of bypassed built-up areas in a total length of 7.23 km in the state of Madhya Pradesh on EPC mode,MoRTH,Madhya Pradesh,03/2022,01/2024,07/2026,07/2026,492.12,523.71,0,87.5
618045,N24001962,"Construction of Mihona bypass, Lahar bypass, Daboh bypass & Bhander Bypass total length 20.60 km to 2-lane with paved shoulder from on Mihona-Bhander-MP/UP border section of NH 552E in the State of Madhya Pradesh on EPC mode",MoRTH,Madhya Pradesh,03/2022,06/2023,12/2024,-,179.18,179.18,71.77,67
618068,N24002020,"Construction of Kaithi-Padaria Kala bypass, Patna-Tamoli bypass, Jaso bypass and Nagod bypass total length 15.44 Km to 2-lane with paved shoulders flexible pavement on NH-943 in the State of Madhya Pradesh on EPC Mode.",MoRTH,Madhya Pradesh,03/2022,10/2023,10/2025,12/2026,158.36,158.36,0,60
618085,N24001963,Upgradation of Nasrullagani-Rehti-Budhni Scction  to 2-lane with paved shoulder from Km 0150 to Km 50500 of NH-146B in the state of Madhya Pradesh on EPC mode.,MoRTH,Madhya Pradesh,12/2021,04/2023,10/2024,06/2026,305.12,293.74,0,78
618129,,"Construction of Kasrawad bypass, Selani bypass, Khargone bypass & Bistan bypass Total length. 31.950 km Section of NH-347 C to Two lane with paved shoulder configuration in the State of Madhya Pradesh on EPC mode.",MoRTH,Madhya Pradesh,03/2023,12/2024,12/2026,12/2026,467.93,467.93,0,86.03
618156,,"Construction of Morena bypass, Ambah bypass & Porsa bypass Totat length 27.16 km Section of NH-552 Ext. to TWo lane with paved shoulder configuration in the state of Madhya Pradesh on EPC mode",MoRTH,Madhya Pradesh,02/2023,10/2024,10/2026,10/2026,492.66,492.66,0,62.99
618157,,Construction of Ater realignment & Bhind bypass Total length. 21.50 km Section of NH-552Extn. to Two lane with paved shoulder configuration in the State of Madhya Pradesh on EPC mode.,MoRTH,Madhya Pradesh,03/2023,12/2024,06/2026,06/2026,348.06,348.06,0,68.27
618158,,"Upgradation of Goras to Shyampur Road section of NH-552 Ext., from Design Chainge 48.400 to 111.800 Km Total length 63.40 km to two lane with paved shoulder configuration along with One time improvement of 8.91 km in the state of Madhya Pradesh on EPC mode",MoRTH,Madhya Pradesh,03/2023,12/2024,12/2026,12/2026,416.96,416.96,0,13.11
618170,,Construction of Two lane with paved shoulder configuration of Shujalpur Bypass section of NH-752C from km 33100 Design to km. 42570 Design total design length 10.470 km in the State of Madhya Pradesh on EPC mode.,MoRTH,Madhya Pradesh,03/2023,03/2024,09/2025,05/2026,214.07,214.07,0,35.19
618171,,"Work of Upgradation of Jirapur-Pachore Road including Pachore, Jirapur, Chhapiheda & Khujner Bypasses from 0000 to 58790 Design Length 58.79 Km section of NH-752C to 2LPS in the State of Madhya Pradesh under EPC mode",MoRTH,Madhya Pradesh,03/2022,01/2024,01/2026,08/2026,352.69,352.69,0,47.29
618619,,Bypass on Western side of Gwalior City,National Highways Authority of India [NHAI],Madhya Pradesh,03/2025,01/2026,01/2028,01/2028,998.95,998.95,15.92,0
618620,,"Additional works 2VUPs, MR-10 junction flyover and underpass in Six lane Indore- Dewas section of NH-52 in the state of Madhya Pradesh on EPC Mode",National Highways Authority of India [NHAI],Madhya Pradesh,08/2022,01/2023,07/2024,06/2026,207.77,211.27,108.66,64.82
618621,N24002070,Indore - Edlabad Pkg-II [Tejajinagar to Balwara],National Highways Authority of India [NHAI],Madhya Pradesh,03/2022,01/2023,01/2025,05/2026,1162.8,1530.82,486.3,84.2
618622,N24001767,4L of Indore - Boregaon Pkg-III [Balwara to Dhangaon] from km. 42.260 to km. 82.660 of NH347BG & 753L,National Highways Authority of India [NHAI],Madhya Pradesh,01/2021,04/2022,04/2024,05/2026,1001.69,888.81,687.71,89
618623,,4L Boregaon Buzurg to Shahpur Pkg I of Boregaon Buzurg to Muktainagar of NH 753L,National Highways Authority of India [NHAI],Madhya Pradesh,11/2022,02/2024,01/2026,05/2026,1504.37,1132.34,431.27,84
618625,,Indore - Gujarat / MP Border from km. Km 9.500 to Km 171.000 of NH-59 in MP,National Highways Authority of India [NHAI],Madhya Pradesh,12/2009,08/2010,02/2013,05/2026,1175,217.22,14.04,99.93
618654,N24001967,4L Greenfield Rudhi to Deshgaon Pkg V of Betul-Khandwa/Deshgaon,National Highways Authority of India [NHAI],Madhya Pradesh,11/2022,10/2023,10/2025,04/2026,521.21,469.68,174.87,60.64
618655,,2L PS of Roshni to Ashapur Section of NH-347B from Design KM Ch. 89.900 to 114.000 KM Package  III of Betul  Khandwa,National Highways Authority of India [NHAI],Madhya Pradesh,03/2024,08/2024,08/2026,08/2026,200.99,120.75,89.69,83.56
618661,,4L from km 0.000 to 42.040 Bhopal Ratnaigiri Tiraha to Vidisha Morikodi,National Highways Authority of India [NHAI],Madhya Pradesh,10/2024,11/2025,11/2027,11/2027,1032.3,1038.18,5.99,10.16
618663,N24002077,i 4L  Vidisha to Hinotiya from km 0.000 to Km 27.000 Vidisha  Mehulwa-Talbehat Pkg- I Section of NH- 346 and ii 4L Vidisha to Morikori from Km 39.000 to 59.476  section of NH-146,National Highways Authority of India [NHAI],Madhya Pradesh,09/2022,12/2023,12/2025,05/2026,1003.87,941.12,342.87,80.34
618664,N24001614,Berkhedi to Godpehra on NH-44 Sagar link road,National Highways Authority of India [NHAI],Madhya Pradesh,02/2022,11/2022,11/2024,06/2026,524.84,471.31,333.98,78
618665,N24001615,4L of Sagar - Mohari from Km.8 to Km.50 Pkg-I,National Highways Authority of India [NHAI],Madhya Pradesh,03/2021,04/2022,04/2024,04/2026,790.78,660.38,437.15,93.53
618666,,4- Laning of Mohari to Satai Ghat section NH-934 from Km 50300 to Km 89875 Total length 39.575 km Package-2 in the State of Madhya Pradesh on EPC Mode,National Highways Authority of India [NHAI],Madhya Pradesh,08/2022,08/2024,08/2026,08/2026,710.92,539.08,388.63,83
618667,,4L of near Satai Ghat to Chowka section of NH-34 from D. Ch. 89.875 to D. Ch. 145.000 Package-3,National Highways Authority of India [NHAI],Madhya Pradesh,10/2024,10/2025,10/2027,10/2026,1005.59,882.21,44.1,15.02
618671,,4-lanning of Rahatgarh to Berkhedi section of NH-146 from Design Ch 124470 to Ch. 134.549,National Highways Authority of India [NHAI],Madhya Pradesh,03/2025,12/2025,12/2027,12/2027,618.33,342.69,3.77,3.94
618672,,4-lanning of Gyaraspur to Rahatgarh section of NH-146 from Design Ch. 88361 to Ch 124470 in the state of MP on HAM mode,National Highways Authority of India [NHAI],Madhya Pradesh,10/2024,11/2025,11/2027,11/2027,903.44,592.44,76.95,17.5
618684,,Outer Ring Road of Jabalpur Town from Manegaon to NH-45 Pkg-2,National Highways Authority of India [NHAI],Madhya Pradesh,11/2022,03/2024,03/2026,10/2026,917.26,786.47,459.78,74.56
618685,,Outer Ring Road of Jabalpur Town from NH45 to Kushner Pkg-3,National Highways Authority of India [NHAI],Madhya Pradesh,09/2022,03/2024,03/2026,05/2026,911.24,773.23,459.73,77
618686,,Outer Ring Road of Jabalpur Town from Kushner to Amjhar Road including Airport Connectivity Pkg-IV,National Highways Authority of India [NHAI],Madhya Pradesh,08/2022,03/2024,03/2026,06/2026,612.94,509.82,326.81,76.1
618687,N24002068,Outer Ring Road of Jabalpur Town from Barela to Manegaon Pkg-1,National Highways Authority of India [NHAI],Madhya Pradesh,09/2022,03/2023,03/2025,04/2026,652.33,651.88,444.83,88
618688,,Outer Ring Road of Jabalpur Town from  Amjhar Road including Airport Connectivity to barela Pkg-V,National Highways Authority of India [NHAI],Madhya Pradesh,10/2024,10/2025,10/2027,10/2027,794.7,539.9,46.92,20.13
618694,N24001766,Indore - Harda Pkg-I [Indore to Raghav Garh from km. 0.25 to km. 26.903],National Highways Authority of India [NHAI],Madhya Pradesh,01/2022,11/2022,10/2024,05/2026,1011.29,813.03,371.56,90.85
618695,N24001762,Indore - Harda Pkg-III [Nanasa to Pidgaon Section from km 95.000 to km 142.445],National Highways Authority of India [NHAI],Madhya Pradesh,01/2020,10/2021,10/2023,04/2026,1146.22,1240.64,566.38,96.21
618701,N24002067,Balance work of 4L of Nauradehi Sanctuary de-scoped stretch of Hiran River to Sindoor River from Km. 66.00 to 130.00  NH-12 New NH-45,National Highways Authority of India [NHAI],Madhya Pradesh,01/2021,07/2021,07/2023,04/2024,178.18,153.15,142.2,57.14
618735,N24001759,4L of  Chandesara  to Khedakhajuriya  from Km. 0.000 to - 750 & Km 0.000 to km 41.400 of  NH-148NG Pkg-I,National Highways Authority of India [NHAI],Madhya Pradesh,12/2021,09/2022,05/2024,05/2026,909.84,976.55,399.37,99
618751,N24001921,2L PS of Hinotiya-Mehulwa section of NH-346 from Km. 27.000 to Km 75.700 Vidisha Mehulwa-Talbehat Pkg-II Section of NH- 346,National Highways Authority of India [NHAI],Madhya Pradesh,10/2022,09/2023,09/2025,04/2026,581.65,592.71,230.36,68.87
618762,,Itarsi Km. 63.000 to Betul Km. 137.000 of NH-69 in Madhya Pradesh,National Highways Authority of India [NHAI],Madhya Pradesh,08/2017,02/2018,02/2020,04/2026,950.27,788.33,395.04,100
618784,,Balance works of 4 lane divided carriageway of Missing Link section of NH-39 Rewa Bypass from junction with NH 30 near Bela to Junction with MPRDC ring road near Silpara on SH 9 design length 13.100 km on EPC Mode under Bharatmala Pariyojana in the State of Madhya Pradesh,NHAI,Madhya Pradesh,08/2023,04/2024,04/2026,04/2026,355.36,355.36,189.7,80.16
618932,,Construction of 6 lane Indore western bypass from km 0000 to Km 34000 Pkg -l  in the State of Madhya Pradesh on Hybrid Annuity Mode under NHO,National Highways Authority of India [NHAI],Madhya Pradesh,02/2024,01/2026,12/2027,12/2027,1534.7,1472.68,180.48,6.12
618933,,Construction of 6 lane Indore western bypass from km 34000 to Km 64000 Pkg-II in the state of Madhya Pradesh on Hybrid Annuity Mode under NHO,National Highways Authority of India [NHAI],Madhya Pradesh,03/2024,03/2026,03/2028,-,1430.56,1430.56,8.62,0
